вы их видели?	нет. на улице вообще черт те что творится			
шучу.	шучу.			
шучу.	ну конечно шучу!			
шучу.	а я нет!			
шучу.	не смешно.			
шучу.	ты всегда шутишь.			
знаю.	вот видишь.			
знаю.	ты не такой.			
знаю.	рад, что ты знаешь.			
знаю.	просто если она попросит тебя сделать что - то в чем, на первый взгляд, нет смысла, это не значит, что ты не должен её слушаться.			
знаю.	так что ты не должна изображать, что не имеешь отношения к ним.?			
я сейчас вернусь.	никуда не уходи. нет.			
я сейчас вернусь.	никуда не уходи.			
я сейчас вернусь.	ты куда?			
я сейчас вернусь.	куда ты?			
я сейчас вернусь.	ок.			
я сейчас вернусь.	хорошо.			
это правда всё оружие, какое у вас есть?	оружие? да.			
это правда всё оружие, какое у вас есть?	нет, всё ещё ищем.			
это правда всё оружие, какое у вас есть?	пока нет, но будут.			
какую девушку?	"которую ищут "" серые волки ""."			
какую девушку?	эту.			
какую девушку?	ее зовут хизер.			
какую девушку?	которая на тебе.			
сделай дырочку, чтобы выпустить воздух.	выпустить из меня воздух?			
сделай дырочку, чтобы выпустить воздух.	о, да без проблем. простите. там небольшая дырка сзади.			
сделай дырочку, чтобы выпустить воздух.	о, боже.			
список ошибок, которые я должен исправить перед смертью.	тебе не нужно ничего исправлять.			
список ошибок, которые я должен исправить перед смертью.	первое - не попадайся.			
список ошибок, которые я должен исправить перед смертью.	и совершу еще одну.			
хорошо.	отлично.			
хорошо.	сейчас принесу.			
хорошо.	я могу сделать лазанью.			
хорошо.	все, у нас гости.			
и потом она сказала, что есть кто - то другой.	вот именно, она не врала.			
и потом она сказала, что есть кто - то другой.	слушай, не вини ее.			
и потом она сказала, что есть кто - то другой.	я сказала, наверное есть.			
и потом она сказала, что есть кто - то другой.	она произнесла эти слова.			
и потом она сказала, что есть кто - то другой.	"она не сказала "" нет "", дэниель. она просто, ну знаешь, думает."			
в каком году вы закончили?	в 1999.			
в каком году вы закончили?	не закончил.			
в каком году вы закончили?	в 89 - ом.			
в каком году вы закончили?	в 2005.			
в каком году вы закончили?	в 1955.			
извините, вы что - то сказали?	нет, это вы сказали.			
извините, вы что - то сказали?	я сказал, что понаблюдаю, как вы входите.			
я...	я имею в виду, что...			
да, на следующей неделе.	очень хорошо, замечательно.			
да, на следующей неделе.	я свяжусь с вами на следующей неделе.			
да, на следующей неделе.	25 - го, например.			
да, на следующей неделе.	отлично, спасибо!			
оно забирает мою душу!	прямо из середины.			
а митчел знает?	я думаю, он узнает.			
а митчел знает?	нет, зачем ей знать об этом?			
а митчел знает?	нет. я не рассказал ей.			
а митчел знает?	нет, не знает.			
а митчел знает?	да, знает.			
а митчел знает?	нет, он ничего не знает.			
что будет с мной, стэн?	я спрашиваю тебя.			
что будет с мной, стэн?	боюсь, что убийца - это я.			
что будет с мной, стэн?	ничего с тобой не будет.			
это ты её консультировал ( а )	эта операция очень сложная, но тут на тебя одну целых два доктора.			
это ты её консультировал ( а )	я рассказала обо всех возможностях.			
это ты её консультировал ( а )	это долбанное лечение такое простое.			
это ты её консультировал ( а )	я точно хорошо оперирую с ней.			
ты, владелец ресторана!	но это не ресторан!			
ты, владелец ресторана!	это магазин, а не сарай!			
ты, владелец ресторана!	я даже не думал, что некоторые рестораны лучше, чем другие.			
спасибо.	на здоровье.			
спасибо.	всегда пожалуйста.			
спасибо.	не за что.			
спасибо.	пожалуйста, мадам.			
спасибо.	на за что.			
спасибо.	пожалуйста.			
ваше здоровье.	и за ваше. детка, ты тоже с нами выпей.			
ваше здоровье.	и ваше.			
ваше здоровье.	за здоровье.			
ваше здоровье.	и вам здоровья... и вашим задницам. ( * )			
ваше здоровье.	за мое здоровье.			
ладно.	успокойся.			
ладно.	все в порядке?			
ладно.	прости.			
ладно.	что случилось, сэм?			
ладно.	ты в поряде?			
я к тому, что ты на восьмерку, ты на восьмерку с половиной.	а, ну да.			
я к тому, что ты на восьмерку, ты на восьмерку с половиной.	я и на третью не мог перейти.			
я к тому, что ты на восьмерку, ты на восьмерку с половиной.	это так печально, я то думала, что тяну на 7.			
да.	у вас там бланк?			
да.	что ж, приятно познакомиться с вами, миссис флоррик.			
да.	вы это сделаете.			
# и удивлялась его словам #	# все счастливы #			
# и удивлялась его словам #	"тут было написано "" гага "" до "" джиджи ""."			
знаешь, что я думаю, харви?	ну, теперь знаю.			
знаешь, что я думаю, харви?	уверен, что знаю.			
знаешь, что я думаю, харви?	неа, что же это?			
знаешь, что я думаю, харви?	да, чарльз, знаю.			
знаешь, что я думаю, харви?	да, ты как - то говорил мне.			
она у нее.	она, должно быть, осматривала дом.			
она у нее.	она ценная.			
она у нее.	она ничего не знала.			
кому?	моему сыну.			
кому?	логану.			
кому?	никому...			
кому?	ему.			
это не работает мне не становится лучше мне нужно кое что что?	что же?			
это не работает мне не становится лучше мне нужно кое что что?	нет, я не смогу помочь, пока ты мне не расскажешь.			
это не работает мне не становится лучше мне нужно кое что что?	и что же это?			
это не работает мне не становится лучше мне нужно кое что что?	что.. что ты собираешься делать?			
они напуганы.	чего они боятся?.			
они напуганы.	они боятся, что им отомстят.			
они напуганы.	как я и сказал, напуганы.			
они напуганы.	мы дадим им еще больше причин для страха.			
они напуганы.	они стреляют в прожекторы.			
ну что ты!	я такой.			
вот как?	не знаю.			
да неважно.	единственная важная вещь - это ты.			
да неважно.	как это неважно?			
да неважно.	нет, важно.			
да неважно.	конечно, важно.			
да неважно.	важно.			
да неважно.	ещё как важно.			
номер почти окончен.	нет, нет, нет, подожди! я не могу уйти.			
номер почти окончен.	в прошлый раз ты первым был.			
тебе нужно было быть эгоисткой.	я не смогла.			
тебе нужно было быть эгоисткой.	вообще - то ты назвала меня эгоистичной дурой			
тебе нужно было быть эгоисткой.	этого не было предначертано.			
тебе нужно было быть эгоисткой.	нет, я не эгоистка.			
тебе нужно было быть эгоисткой.	я не хотел...			
все врут.	она не может не врать!			
все врут.	ты тоже врал про ногу и про рисунок			
все врут.	не врать!			
все врут.	правда.			
нет, мама, его тут нет.	мне очень жаль.			
нет, мама, его тут нет.	эбби.			
можно мне чашку воды?	да, только маленькую бутылку.			
думаю, да.	отлично.			
думаю, да.	и что надумал?			
думаю, да.	хорошо, давай посмотрим.			
думаю, да.	я уверен.			
где он?	в заповеднике анджелес.			
где он?	там.			
где он?	в парке, в лагере.			
где он?	вон там.			
что это такое?	похоже на какой - то кокон.			
что это такое?	это военный прототип на основе z - 001.			
что это такое?	запись с камеры наблюдения.			
что это такое?	это иностранная монета.			
я принес вам поесть.	спасибо.			
я принес вам поесть.	о, спасибо. я не голодна.			
я принес вам поесть.	я не голоден.			
я принес вам поесть.	уходите.			
я принес вам поесть.	я не голодна.			
ты должна мне верить.	хорошо, я верю.			
ты должна мне верить.	я верю.			
ты должна мне верить.	я верю, что феи есть. я верю, верю.			
ты должна мне верить.	да, я правда не знаю, во что я верю больше.			
я не могу никуда пойти.	не можешь, или не хочешь?			
я не могу никуда пойти.	можешь.			
я не могу никуда пойти.	сходим в другой раз.			
я не могу никуда пойти.	я могу пойти, что - то принести для нас, если хочешь.			
я не могу никуда пойти.	тогда я поеду за тобой.			
о.	"что "" оп ""?"			
о.	 о.			
о.	б.			
о.	что вы делаете?			
это было словно послание бога.	и я согрешил, скрывая твоё деяние.			
это было словно послание бога.	бога нет.			
опасный был конкурент.	как опасен?			
опасный был конкурент.	ты даже не представляешь на сколько!			
опасный был конкурент.	мы посылали наших парней следить за ним,			
опасный был конкурент.	наверное, уже далеко убежал, но - кто знает.			
какая здоровая!	большая, большая доза!			
какая здоровая!	тройня!			
какая здоровая!	посмотрите!			
спасибо, джордж.	счастливо, фрэнк.			
спасибо, джордж.	не за что. бай - бай.			
спасибо, джордж.	не за что.			
спасибо, джордж.	на за что.			
спасибо, джордж.	всегда пожалуйста, гэри.			
спасибо, джордж.	что там, генерал?			
"я закричу ему "" проснись! ""."	он должен спать.			
"я закричу ему "" проснись! ""."	разбуди его или это сделаю я.			
"я закричу ему "" проснись! ""."	о, он услышит.			
"я закричу ему "" проснись! ""."	нет, так лучше... я кричу, ты кричишь, мы все кричим о мороженом.			
к тому же, рядом с ноутбуком лежит ручка и бумага.	можно мне взглянуть на ваш супер - компьютер.			
сначала нужно их найти, рой.	тогда будем искать, пока не найдём что - нибудь.			
сначала нужно их найти, рой.	что найти?			
сначала нужно их найти, рой.	найти...			
сначала нужно их найти, рой.	все ищем.			
сначала нужно их найти, рой.	да конечно найдём			
я не хотел..	не будем об этом.			
я же говорила вам, что ходила туда.	я там была.			
я же говорила вам, что ходила туда.	там никого не было, и я решила что...			
я же говорила вам, что ходила туда.	ты еще хочешь пойти туда, посмотреть?			
нет, милочка.	тогда отстань от меня.			
нет, милочка.	никому нет дела до твоего мнения.			
нет, милочка.	ты не хочешь этого.			
ну вот.	может, нам стоит за него порадоваться.			
ну вот.	ладненько.			
ну вот.	кадди сыграла на его чувстве вины.			
не откладывая, если б ты был свободен.	но он знал, что я никуда не ушел бы.			
не откладывая, если б ты был свободен.	но пока я жив, я могу освободить тебя.			
не откладывая, если б ты был свободен.	я бы просто смотрел в потолок.			
не откладывая, если б ты был свободен.	но я бы хотел быть свободным человеком.			
o.	вот так.			
o.	жуткое путешествие.			
o.	это моя племянница.			
o.	в первые ночи все кончалось скандалом.			
хорошо.	теперь вы знаете			
хорошо.	а теперь иди веселись			
хорошо.	отлично.			
хорошо.	просто замечательно.			
хорошо.	прекрасно.			
хорошо.	договорились, пока.			
хочешь мне сказать, что я - особенная?	ага.			
хочешь мне сказать, что я - особенная?	да, ты мне нравишься.			
хочешь мне сказать, что я - особенная?	я ничего тебе не говорю.			
хочешь мне сказать, что я - особенная?	нет, я пытаюсь тебя подбодрить.			
хочешь мне сказать, что я - особенная?	немного.			
быстро!	быстро!			
быстро!	шевелись!			
вы... стали семьей.	мы всегда были семьей.			
вы... стали семьей.	нет, мы не семья.			
вы... стали семьей.	мы не обычная семья!			
вы... стали семьей.	что? какая семья?			
вы... стали семьей.	что - ж, я семья... разве нет?			
но, в таком случае, ты тоже ни с кем не встречаешься.	я не пытаюсь провести тебя.			
но, в таком случае, ты тоже ни с кем не встречаешься.	я знаю, что мы расстались, но, все равно, ты переспала с кем - то другим.			
но, в таком случае, ты тоже ни с кем не встречаешься.	я ни с кем.			
но, в таком случае, ты тоже ни с кем не встречаешься.	нет, ни с кем.			
не так бы я хотел уйти отсюда.	я бы хотела остаться здесь.			
не так бы я хотел уйти отсюда.	оставайся, если хочешь.			
не так бы я хотел уйти отсюда.	лучше уж поскорее уйти.			
не так бы я хотел уйти отсюда.	и я тоже этого хотел.			
у меня больше клыков.	что мне сделать, лукас?			
у меня больше клыков.	и у тебя когти, покрытые жидкостью, которая парализует людей. а еще у тебя хвост.			
у меня больше клыков.	меня это не смущает.			
и я ушла.	хорошо. нет, нет, нет, останься, останься.			
и я ушла.	давай.			
и я ушла.	ты не можешь уйти!			
и я ушла.	куда? стой!			
и я ушла.	точно ушла?			
стивен, что скажешь?	скажу, что есть в нём кое - что такое... он не совсем в моём вкусе.			
бэт, это джейсон с тв шоу	главный жеребец из мыльной оперы хауса.			
ты получил чек за доставку еды и наличку для официантов?	нет, мы не заказывали.			
ты получил чек за доставку еды и наличку для официантов?	да, но я уверен, что никто не заказывал пиццу.			
ты получил чек за доставку еды и наличку для официантов?	да, нужна была печатная бумага.			
ты получил чек за доставку еды и наличку для официантов?	я похож на человека, у которого есть карта costco?			
вы оставляли деньги на его счету в тюремном магазине каждый месяц.	вы врете.			
вы оставляли деньги на его счету в тюремном магазине каждый месяц.	значит, он вкладывал в бизнес и собственные деньги?			
вы оставляли деньги на его счету в тюремном магазине каждый месяц.	они дали ему полтора миллиона.			
вы оставляли деньги на его счету в тюремном магазине каждый месяц.	деньги уходят.			
ты должен вынуть его.	за что?			
ты должен вынуть его.	нет, ничего не должен.			
ты должен вынуть его.	он не слуга мне, и не обязан подчиняться.			
ты должен вынуть его.	но как?			
я...	все мы			
я...	мне жаль.			
осталась только рыба.	тогда держи.			
эмма?	мачеха.			
эмма?	нет, кэрол.			
ой, я не могу!	а я могу.			
ой, я не могу!	можешь, ты можешь.			
ой, я не могу!	"что значит "" не могу ""?"			
ой, я не могу!	да, ты можешь.			
ой, я не могу!	можешь!			
ты куда?	никуда.			
ты куда?	сюда...			
ты куда?	никуда, я...			
ты куда?	кое - куда!			
ты куда?	смотреть квартиру.			
ты куда?	в деревню.			
да, он хорош.	благодарю.			
да, он хорош.	спасибо.			
да, он хорош.	очень хорош.			
да, он хорош.	взгляну на него и увижу, может ли он играть.			
да, он хорош.	и его маленький друг, тоже неплох.			
кто - то пытался ей воспользоваться в магазине в 2 милях отсюда.	так что я проверила записи с камер местных банков.			
кто - то пытался ей воспользоваться в магазине в 2 милях отсюда.	и объявление, и почтовый ящик были сделаны в школьном компьютерном классе, это мог быть кто угодно.			
кто - то пытался ей воспользоваться в магазине в 2 милях отсюда.	она похитила 100 штук у торговца наркотиками.			
кто - то пытался ей воспользоваться в магазине в 2 милях отсюда.	это должен был быть кто - то с высоким уровнем доступа.			
кто - то пытался ей воспользоваться в магазине в 2 милях отсюда.	это было через три минуты после заказа плиты.			
ден, доктор сказал...	где доктор?			
ден, доктор сказал...	доктор?			
ден, доктор сказал...	что доктор говорит?			
ден, доктор сказал...	всегда только доктор! доктор, но не я!			
сейчас ребята просматривают эти бумаги.	они знают, что мы здесь.			
сейчас ребята просматривают эти бумаги.	я их видела тут раньше.			
сейчас ребята просматривают эти бумаги.	они также снимают невидимость.			
сейчас ребята просматривают эти бумаги.	они знают только то, что машины им преподают.			
сейчас ребята просматривают эти бумаги.	знаю.			
сейчас ребята просматривают эти бумаги.	но когда они пересекают океан бухгалтеров паскаля, цифры меняются.			
памяти?	да.			
памяти?	память - не моя сильная сторона.			
куки ждет тебя в офисе!	твой офис, хм?			
вы проследили за ним до крыши, и застрелили его.	а на следующий день - его призрак унес			
за исключением той части, где он не особо жив.	сильно избит, но жив.			
за исключением той части, где он не особо жив.	он жив!			
за исключением той части, где он не особо жив.	может это и правда был смерть, вот он и настиг стариков?			
за исключением той части, где он не особо жив.	я уверена, что он жив.			
я же сказал, чёрт возьми, с дороги, мужик!	ты можешь опознать водителя?			
я же сказал, чёрт возьми, с дороги, мужик!	так я же следил за дорогой.			
я же сказал, чёрт возьми, с дороги, мужик!	ты тоже мужик, мужик.			
посмотри на меня.	я вижу только твою спину.			
всегда в такой спешке, вы, городские.	я вообще - то могу опоздать на работу.			
всегда в такой спешке, вы, городские.	я могу отвезти вас туда, если вы пожелаете.			
всегда в такой спешке, вы, городские.	я вырос в этом районе, я здешний.			
присаживайтесь, пожалуйста.	приготовь напиток для господина ганса.			
присаживайтесь, пожалуйста.	сию минуту.			
присаживайтесь, пожалуйста.	да, где пожелаете.			
присаживайтесь, пожалуйста.	угощайтесь			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	ну да, да, он там всё время что - то на лестнице делал.			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	он до сих пор там с ними, стал одним из них.			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	орсон расследовал похожее дело и знает, с чем мы имеем дело.			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	он прятался среди трупов.			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	ну, трэвис работал в музее, так что он знает каждый дюйм этой площади.			
хижина принадлежит петру эксперту по всяким тварям, в том числе и диким.	но люди могли заметить его поблизости.			
это новенькая, ей нездоровится.	она поправится.			
это новенькая, ей нездоровится.	как новенькая.			
да.	тогда вы должны начать эвакуацию.			
да.	отлично.			
да.	благослови вас бог.			
последние выстрелы.	у нас раненый!			
последние выстрелы.	я не слышал выстрелов.			
последние выстрелы.	ты в порядке?			
последние выстрелы.	я не слышу...			
я даже рядом с тобой находиться не могу.	что происходит?			
я даже рядом с тобой находиться не могу.	я тоже			
я даже рядом с тобой находиться не могу.	со мной?			
я даже рядом с тобой находиться не могу.	в том - то и дело, ты не можешь быть со мной всё время.			
я даже рядом с тобой находиться не могу.	но за то время, что мы были вместе,			
я не хочу терять тебя.	и не потеряешь.			
я не хочу терять тебя.	и я тоже не хочу тебя потерять.			
я не хочу терять тебя.	я знаю, что ты не настоящий, но это меня больше не пугает.			
я не хочу терять тебя.	ты никогда не потеряешь меня.			
я не хочу терять тебя.	ты не потеряешь меня.			
я не хочу терять тебя.	мередит - не надо...			
здесь есть некоторые хорошие вещи.	они безумно дорогие? да.			
здесь есть некоторые хорошие вещи.	какие?			
здесь есть некоторые хорошие вещи.	какие, например?			
здесь есть некоторые хорошие вещи.	например?			
здесь есть некоторые хорошие вещи.	скажи, какие?			
эй.	что?			
немного пусть побудет, но только не давай ему имени.	договорились.			
немного пусть побудет, но только не давай ему имени.	хорошо.			
что русским надо от системы обнаружения ядерного оружия в лос анджелесе?	тогда нам придется нанести в ответ ядерный удар.			
что русским надо от системы обнаружения ядерного оружия в лос анджелесе?	наш флот может быть на линии, когда корабль с русскими ракетами появится.			
что русским надо от системы обнаружения ядерного оружия в лос анджелесе?	любое оружие для геноцида, да?			
что русским надо от системы обнаружения ядерного оружия в лос анджелесе?	оружие с датчиками.			
верно, конечно.	я понимаю.			
верно, конечно.	я прав.			
верно, конечно.	да, да.			
верно, конечно.	конечно.			
верно, конечно.	я всегда прав.			
после сегодняшнего шоу ни одна из этих болельщиц не захотела бы пойти со мной.	нет, конечно бы не пошла!			
после сегодняшнего шоу ни одна из этих болельщиц не захотела бы пойти со мной.	я и не собиралась, но мне не хотелось, чтобы ты была единственной, чья мама не пришла.			
после сегодняшнего шоу ни одна из этих болельщиц не захотела бы пойти со мной.	мы не хотели говорить тебе перед гонкой.			
после сегодняшнего шоу ни одна из этих болельщиц не захотела бы пойти со мной.	именно поэтому ты и должна туда пойти.			
я вижу закат в саду.	белые горы... солнце...			
я вижу закат в саду.	и сразу за ним океан.			
не волнуйся, лана	деклан едва виден на радаре грэйсонов, он на их счету			
не волнуйся, лана	я и не волнуюсь.			
не волнуйся, лана	лана.			
не волнуйся, лана	я не волнуюсь.			
не волнуйся, лана	думаешь?			
не волнуйся, лана	никто не узнает что это ты.			
ох, божечки.	я всего лишь маленькая леди. мое хрупкое тело не справится с ужасами окружающего мира.			
ох, божечки.	что же мне делать?			
ох, божечки.	я не хочу получать оргазм, если он похож на это.			
и падет с неба звезда великая, горящая яко факел, на источники водные, имя той звезде полынь горькая.	"во имя амона - ра, царя богов. """			
и падет с неба звезда великая, горящая яко факел, на источники водные, имя той звезде полынь горькая.	горящая звезда, кровавый глаз.			
и падет с неба звезда великая, горящая яко факел, на источники водные, имя той звезде полынь горькая.	отныне в твоем собственном доме ни бык тебя не знает, ни деревья, ни лошади, ни муравьи, потому что ты умер навсегда.			
и падет с неба звезда великая, горящая яко факел, на источники водные, имя той звезде полынь горькая.	драгоценная мать муад - диба, дождь с неба дюны - это смерть нам всем.			
и падет с неба звезда великая, горящая яко факел, на источники водные, имя той звезде полынь горькая.	и увидел он, что куст горит огнем, но не сгорает.			
сколько еще раз ты будешь меня в этом обвинять?	ни в чем я тебя не обвиняю.			
сколько еще раз ты будешь меня в этом обвинять?	ни в чём не обвиняю.			
сколько еще раз ты будешь меня в этом обвинять?	я тебя ни в чём не обвиняла.			
сколько еще раз ты будешь меня в этом обвинять?	больше не буду.			
теперь ты взрослый мужчина, я думала, что тебе захочется взглянуть на то, как многого ты добился.	я не настолько молод.			
... хочу сказать, что для меня значит быть инженером.	у меня агентство по найму, и есть отличный кандидат для вас.			
могу я показать тебе кое - что особенное?	да, выкладывай.			
могу я показать тебе кое - что особенное?	конечно.			
могу я показать тебе кое - что особенное?	да, все, что угодно.			
могу я показать тебе кое - что особенное?	да, говори.			
могу я показать тебе кое - что особенное?	валяй.			
могу я показать тебе кое - что особенное?	ох, конечно.			
она там никогда не жила.	здесь была стена, правильно?			
она там никогда не жила.	там ее последний раз видели живой.			
она там никогда не жила.	она даже не живет в этом районе.			
она там никогда не жила.	она была там однажды, с классом.			
филипп, ты интеллигентный, красивый и прочее, но этот парень под подозрением правительства.	и очень сексуальный.			
филипп, ты интеллигентный, красивый и прочее, но этот парень под подозрением правительства.	да, он артист..., когда трезвый.			
филипп, ты интеллигентный, красивый и прочее, но этот парень под подозрением правительства.	у нас здесь есть адвокат.			
филипп, ты интеллигентный, красивый и прочее, но этот парень под подозрением правительства.	и симпатичный.			
филипп, ты интеллигентный, красивый и прочее, но этот парень под подозрением правительства.	он из комитета вооруженных сил. да, я знаю.			
не помню.	вспоминай!			
не помню.	ты видел мертвеца и не помнишь где?			
не помню.	не помнишь?			
не помню.	что - нибудь или кто - нибудь прошло через портал вместе с тобой?			
вот, что вы пропустили.	мы ничего не пропустили.			
вот, что вы пропустили.	это так важно для вас?			
диана, это было очень давно.	слишком давно.			
диана, это было очень давно.	она была ее единственным другом.			
диана, это было очень давно.	я не очень хорошо это помню.			
диана, это было очень давно.	очень давно.			
диана, это было очень давно.	я помню, папа.			
мне снова пересказать тебе всю историю?	валяй.			
мне снова пересказать тебе всю историю?	да, с удовольствием выслушаю.			
мне снова пересказать тебе всю историю?	давай.			
мне снова пересказать тебе всю историю?	просто расскажи!			
мне снова пересказать тебе всю историю?	говори.			
это не такое уж важное событие.	это важно.			
это не такое уж важное событие.	не думал, что важно?			
это не такое уж важное событие.	еще как важно!			
это не такое уж важное событие.	для меня важно.			
особенно вы, герр лейтенант!	какая честь!			
особенно вы, герр лейтенант!	вы заразы, все вы!			
особенно вы, герр лейтенант!	и вы!			
особенно вы, герр лейтенант!	конечно, вы, сэр!			
боже.	заткнись, скотт.			
боже.	прости.			
боже.	извини.			
боже.	чел, это жутко.			
боже.	простите.			
я собиралась.	увидимся!			
я собиралась.	торопись.			
я собиралась.	иди туда и оставайся на месте.			
я собиралась.	просто иди и оставайся на связи, поняла?			
я собиралась.	подожди!			
я собиралась.	идем, макги.			
это пластиковые пули, для подавления демонстраций.	они целятся в прожекторы.			
это пластиковые пули, для подавления демонстраций.	они спасут город.			
спасибо.	на здоровье.			
спасибо.	не за что.			
спасибо.	пожалуйста.			
спасибо.	я могу звать вас жан - до?			
спасибо.	рад помочь.			
спасибо.	всегда пожалуйста.			
аха!	ай!			
не называй ее так!	а то что?			
не называй ее так!	почему ты каждый раз бесишься, когда я называю ее имя?			
не называй ее так!	извини дорогой...			
не называй ее так!	а как ты хочешь, чтобы я ее назвал?			
не называй ее так!	хорошо.			
привет.	тебе тоже привет.			
привет.	привет.			
привет.	здравствуй.			
вы позвонили в дом сандерс.	как всегда, правда?			
вы позвонили в дом сандерс.	кража?			
вы позвонили в дом сандерс.	я перезвоню им в конце дня.			
вы позвонили в дом сандерс.	он уже говорит?			
" ты милая  значит, "" я буду встречаться с алкоголиком и жаловаться тебе на него """	ты кем себя возомнил?			
и мы должны тратить свое время, разыскивая этого человека.	она может сохранить жизни и придать смертям по ее вине смысл.			
и мы должны тратить свое время, разыскивая этого человека.	он был человеком, стоящим у нее на пути.			
и мы должны тратить свое время, разыскивая этого человека.	у неё было что - то важное для него.			
и мы должны тратить свое время, разыскивая этого человека.	возможно, если бы мы смогли пробиться к ней, он бы полностью изменился.			
да.	но я не ожидала, что он влюбится в тебя.			
да.	эх.			
да.	нет, серьезно.			
да.	и мы перестанем видеться.			
надо подготовить контракты.	у кого контракт?			
надо подготовить контракты.	а конкретно?			
надо подготовить контракты.	любовный контракт?			
послушай, это по поводу денег, которые я забрал в том ограблении?	я подделал их.			
послушай, это по поводу денег, которые я забрал в том ограблении?	нет, я отдал им диск.			
послушай, это по поводу денег, которые я забрал в том ограблении?	нет, что... что за история про деньги?			
ладно, пожалейте парня, его подстрелили.	ему лучше смотреть за спину.			
ладно, пожалейте парня, его подстрелили.	хорошо.			
ладно, пожалейте парня, его подстрелили.	мы взяли его живым.			
ладно, пожалейте парня, его подстрелили.	я погнался за ними по улице, и застрелил двоих насмерть, третьему попал в бедро.			
ладно, пожалейте парня, его подстрелили.	и, может, так ему и надо.			
ладно, пожалейте парня, его подстрелили.	я могу все исправить.			
кто такая кассандра?	тот корреспондент из газеты университета.			
кто такая кассандра?	моя сестра.			
кто такая кассандра?	ее внучка, я думаю.			
